ID,BusinessPartnerRole,CompanyName,WebAddress,EmailAddress,PhoneNumber,FaxNumber,LegalForm,CurrencyCode,CreatedAt,ChangedAt
100000043,1,Danish Fish Trading Company,http://www.dftc.dk,customer-frederik.christensen@dftc.dk,3102050749,3102050004,A/S,DKK,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000044,1,Sorali,http://www.sorali.de,customer-mirjam.schmidt@sorali.de,3102050749,3102050004,AG,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000045,1,Consumer,http://www.sap.com,customer-dummy_address@sap.com,3102050749,3102050004,none,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000046,2,SAP,http://www.sap.com,supplier-do.not.reply@sap.com,622734567,622734004,SE,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000047,2,Becker Berlin,http://www.beckerberlin.de,supplier-dagmar.schulze@beckerberlin.de,3088530,3088004,GmbH,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000048,2,DelBont Industries,http://www.delbont.com,supplier-maria.brown@delbont.com,3023352668,3023352004,Ltd.,USD,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000049,2,Talpa,http://www.talpa-hannover.de,supplier-saskia.sommer@talpa-hannover.de,511403266,511403004,GmbH,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000050,2,Panorama Studios,http://www.panorama-studios.biz,supplier-bob.buyer@panorama-studios.biz,2244668800,2244668004,Inc.,USD,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000051,2,TECUM,http://www.tecum-ag.de,supplier-bart.koenig@tecum-ag.de,2511415,2511004,AG,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000052,2,Asia High tech,http://www.asia-ht.com,supplier-yoko.nakamura@asia-ht.com,9078563412,9078563004,Inc.,JPY,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000053,2,Laurent,http://www.laurent-paris.com,supplier-sophie.ribery@laurent-paris.com,149744423,149744004,S.A.,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000054,2,AVANTEL,http://www.avantel.com,supplier-victor.sanchez@avantel.com,7257716,7257004,S.A.,MXN,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000055,2,Telecomunicaciones Star,http://www.telecomunicacionesstar.com,supplier-jorge.velez@telecomunicacionesstar.com,1133557799,1133557004,S.A.,ARS,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000056,2,Pear Computing Services,http://www.pear-computing.com,supplier-franklin.jones@pear-computing.com,6789012345,6789012004,Inc.,USD,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000057,2,Alpine Systems,http://www.alp-systems.at,supplier-joseph_gschwandtner@alp-systems.at,6623612804,6623612004,AG,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000058,2,New Line Design,http://www.newlinedesign.co.uk,supplier-george_d_grant@newlinedesign.co.uk,2589436180,2589436004,Ltd.,GBP,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000059,2,HEPA Tec,http://www.hepa-tec.de,supplier-sarah.schwind@hepa-tec.de,4507867136,4507867004,GmbH,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000060,2,Anav Ideon,http://www.anavideon.com,supplier-theodor.monathy@anavideon.com,5850428367,5850428004,Ltd.,USD,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000061,2,Robert Brown Entertainment,http://www.rb-entertainment.ca,supplier-robert_brown@rb-entertainment.ca,7609448173,7609448004,Ltd.,CAD,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000062,2,Mexican Oil Trading Company,http://www.motc.mx,supplier-jorgemontalban@motc.mx,6879342945,6879342004,S.A.,MXN,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000063,2,Meliva,http://www.meliva.de,supplier-johanna.esther@meliva.de,2208791738,2208791004,AG,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000064,2,Compostela,http://www.compostela.ar,supplier-miguel.luengo@compostela.ar,4440238917,4440238004,S.A.,ARS,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000065,2,Pateu,http://www.pateu.fr,supplier-isabel.nemours@pateu.fr,6328490087,6328490004,S.A.R.L.,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000066,2,Russian Electronic Trading Company,http://www.retc.ru,supplier-igor.tarassow@retc.ru,4050378468,4050378004,z.a.o.,RUB,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000067,2,Florida Holiday Company,http://www.flor-hc.com,supplier-alexis.harper@flor-hc.com,6065470312,6065470004,Inc.,USD,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000068,2,Quimica Madrilenos,http://www.quimica-madrilenos.es,supplier-c.alfaro@quimica-madrilenos.es,7980023486,7980023004,S.A.,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000069,2,Getränkegroßhandel Janssen,http://www.getraenke-janssen.de,supplier-sven.j@getraenke-janssen.de,3629731486,3629731004,GmbH,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000070,2,JaTeCo,http://www.jateco.jp,supplier-yoshiko.kakuji@jateco.jp,3206580974,3206580004,Inc.,JPY,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000071,2,Tessile Casa Di Roma,http://www.tcdr.it,supplier-alessio.galasso@tcdr.it,4580963184,4580963004,Srl,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000072,2,Vente Et Réparation de Ordinateur,http://www.verdo.fr,supplier-romain.le_mason@verdo.fr,1012697341,1012697004,S.A.R.L.,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000073,2,Developement Para O Governo,http://www.dpg.ar,supplier-martha.calcagno@dpg.ar,7345697824,7345697004,S.A.,ARS,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000074,2,Brazil Technologies,http://www.brazil-tec.br,supplier-beatriz.da_silva@brazil-tec.br,469614115,469614004,S.A.,BRL,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000075,2,C.R.T.U.,http://www.crtu.ca,supplier-anthony.lebouef@crtu.ca,6839542781,6839542004,Ltd.,CAD,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000076,2,Jologa,http://www.jologa.ch,supplier-lisa.felske@jologa.ch,6714954542,6714954004,GmbH,CHF,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000077,2,Baleda,http://www.baleda.com,supplier-jonathan.d.mason@baleda.com,2483693027,2483693004,Inc.,USD,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000078,2,Angeré,http://www.angere.fr,supplier-amelie.troyat@angere.fr,2094573421,2094573004,S.A.R.L.,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000079,2,PC Gym Tec,http://www.pc-gym-tec.com,supplier-pete_waltham@pc-gym-tec.com,4136278910,4136278004,Inc.,USD,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000080,2,Japan Insurance Partner,http://www.jip.jp,supplier-ryu.toshiro@jip.jp,3540671320,3540671004,Inc.,JPY,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000081,2,Entertainment Argentinia,http://www.en-ar.ar,supplier-jose-lopez@en-ar.ar,7315064077,7315064004,S.A.,ARS,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000082,2,African Gold And Diamond Corporation,http://www.agadc.co.za,supplier-dahoma.lawla@agadc.co.za,4381762683,4381762004,Ltd.,ZAR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000083,2,PicoBit,http://www.pico-bit.com,supplier-jefferson.parker@pico-bit.com,9703586412,9703586004,Inc.,USD,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000084,2,Bionic Research Lab,http://www.brl-ag.de,supplier-tamara.flaig@brl-ag.de,6843585642,6843585004,AG,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000085,2,Indian IT Trading Company,http://www.it-trade.in,supplier-sunita-kapoor@it-trade.in,4203876954,4203876004,Ltd.,INR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000086,2,Chemia A Technicznie Fabryka,http://www.catf.pl,supplier-pawel-lewandoski@catf.pl,8367920106,8367920004,Sp.z.o.o.,PLN,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000087,2,South American IT Company,http://www.saitc.ar,supplier-laura.campillo@saitc.ar,1438907230,1438907004,S.A.,ARS,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000088,2,Siwusha,http://www.siwusha.cn,supplier-jian.si@siwusha.cn,7412697340,7412697004,CJV,CNY,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000089,2,Danish Fish Trading Company,http://www.dftc.dk,supplier-frederik.christensen@dftc.dk,3102050749,3102050004,A/S,DKK,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
100000090,2,Sorali,http://www.sorali.de,supplier-mirjam.schmidt@sorali.de,3102050749,3102050004,AG,EUR,2023-12-21T10:05:13Z,2023-12-21T10:05:13Z
